,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
2848,Drackendorf,132,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,173
2849,Drackendorf,132,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,79
2850,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,258
2851,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,125
2852,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,133
2853,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,258
2854,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2855,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,46
2856,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,61
2857,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,82
2858,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,48
2859,Ilmnitz,133,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,21
2860,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,373
2861,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,193
2862,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,180
2863,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,371
2864,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2865,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,53
2866,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,68
2867,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,93
2868,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,88
2869,Maua,141,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,71
2870,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,131
2871,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,67
2872,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,64
2873,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,130
2874,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2875,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,17
2876,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,31
2877,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,36
2878,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,28
2879,Leutra,142,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,19
2880,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,271
2881,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,147
2882,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,124
2883,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,271
2884,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2885,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,48
2886,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,63
2887,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,87
2888,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,38
2889,Münchenroda,151,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,35
2890,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,49
2891,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,27
2892,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,22
2893,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,49
2894,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2895,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,3
2896,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,7
2897,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,16
2898,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,15
2899,Remderoda,152,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,8
2900,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,130
2901,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,67
2902,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,63
2903,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,129
2904,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2905,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,19
2906,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,34
2907,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,25
2908,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,30
2909,Krippendorf,161,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,22
2910,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,103
2911,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,46
2912,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,57
2913,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,103
2914,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2915,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,10
2916,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,27
2917,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,16
2918,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,29
2919,Vierzehnheiligen,162,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,21
2920,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,862
2921,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,446
2922,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,416
2923,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,851
2924,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,11
2925,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,132
2926,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,173
2927,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,239
2928,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,188
2929,Isserstedt,170,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,130
2930,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1374
2931,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,708
2932,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,666
2933,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1349
2934,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,25
2935,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,203
2936,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,376
2937,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,345
2938,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,316
2939,Cospeda,181,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,134
2940,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,165
2941,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,75
2942,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,90
2943,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,165
2944,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2945,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,33
2946,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,25
2947,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,46
2948,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,32
2949,Lützeroda,182,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,29
2950,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,146
2951,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,71
2952,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,75
2953,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,146
2954,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2955,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,22
2956,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,30
2957,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,41
2958,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,31
2959,Closewitz,183,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,22
2960,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,792
2961,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,421
2962,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,371
2963,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,789
2964,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
2965,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,165
2966,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,184
2967,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,220
2968,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,138
2969,Kunitz,191,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,85
2970,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,58
2971,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,33
2972,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,25
2973,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,58
2974,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2975,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,7
2976,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,14
2977,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,15
2978,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,13
2979,Laasan,192,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,9
2980,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,427
2981,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,213
2982,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,214
2983,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,427
2984,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
2985,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,90
2986,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,73
2987,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,119
2988,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,79
2989,Jenaprießnitz,201,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,66
2990,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,858
2991,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,425
2992,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,433
2993,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,846
2994,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,12
2995,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,133
2996,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,199
2997,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,225
2998,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,220
2999,Wogau,202,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,81
3000,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,187
3001,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,146
3002,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,41
3003,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,117
3004,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,70
3005,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,8
3006,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,109
3007,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,51
3008,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,17
3009,außerhalb / sonstiges / nicht zugeordnet,999,2005-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,0
3010,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,109759
3011,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,52996
3012,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,56763
3013,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,106330
3014,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3429
3015,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,13299
3016,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,37630
3017,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,20988
3018,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,18809
3019,Jena (gesamt),0,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,19033
3020,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,470
3021,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,251
3022,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,219
3023,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,470
3024,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
3025,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,72
3026,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,99
3027,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,115
3028,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,105
3029,Ammerbach Ort,11,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,79
3030,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2601
3031,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1264
3032,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1337
3033,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2559
3034,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,42
3035,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,312
3036,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,677
3037,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,584
3038,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,473
3039,Beutenberg / Winzerlaer Straße,12,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,555
3040,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,443
3041,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,218
3042,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,225
3043,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,441
3044,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
3045,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,74
3046,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,124
3047,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,96
3048,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,89
3049,Burgau Ort,21,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,60
3050,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,849
3051,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,422
3052,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,427
3053,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,847
3054,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
3055,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,101
3056,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,140
3057,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,192
3058,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,206
3059,Ringwiese Flur Burgau,22,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,210
3060,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,607
3061,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,303
3062,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,304
3063,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,597
3064,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,10
3065,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,86
3066,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,142
3067,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,140
3068,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,129
3069,Göschwitz,30,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,110
3070,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,4761
3071,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,2355
3072,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,2406
3073,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,4501
3074,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,260
3075,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,439
3076,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2663
3077,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,802
3078,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,377
3079,Jena-Zentrum,41,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,480
3080,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,9423
3081,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,4643
3082,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,4780
3083,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,9122
3084,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,301
3085,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1306
3086,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,4177
3087,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1881
3088,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1076
3089,Jena-West,42,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,983
3090,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,10435
3091,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,4947
3092,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,5488
3093,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,10162
3094,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,273
3095,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1119
3096,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,4147
3097,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1847
3098,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1281
3099,Jena-Nord,43,2006-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2041
3100,Jena-Süd,44,2006-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,7786
3101,Jena-Süd,44,2006-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,3815
3102,Jena-Süd,44,2006-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,3971
3103,Jena-Süd,44,2006-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,7566
