,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
10952,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,5567
10953,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,10303
10954,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,464
10955,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1246
10956,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2930
10957,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1630
10958,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,2418
10959,Winzerla,90,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2543
10960,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,577
10961,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,293
10962,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,284
10963,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,570
10964,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
10965,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,86
10966,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,72
10967,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,134
10968,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,141
10969,Wöllnitz,100,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,144
10970,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,405
10971,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,202
10972,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,203
10973,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,396
10974,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,9
10975,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,76
10976,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,58
10977,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,94
10978,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,84
10979,Ziegenhain Ort,111,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,93
10980,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2282
10981,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1082
10982,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1200
10983,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2261
10984,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,21
10985,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,411
10986,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,376
10987,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,518
10988,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,431
10989,Ziegenhainer Tal,112,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,546
10990,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2733
10991,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1360
10992,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1373
10993,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2661
10994,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,72
10995,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,554
10996,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,475
10997,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,666
10998,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,604
10999,Zwätzen,120,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,434
11000,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,6602
11001,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,3163
11002,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,3439
11003,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,6158
11004,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,444
11005,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,699
11006,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,1854
11007,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,958
11008,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1579
11009,Drackendorf / Lobeda-Ost,131,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1512
11010,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,834
11011,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,432
11012,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,402
11013,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,821
11014,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,13
11015,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,159
11016,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,109
11017,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,202
11018,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,209
11019,Drackendorf,132,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,155
11020,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,501
11021,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,249
11022,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,252
11023,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,496
11024,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,5
11025,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,121
11026,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,65
11027,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,150
11028,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,113
11029,Ilmnitz,133,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,52
11030,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,341
11031,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,174
11032,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,167
11033,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,332
11034,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,9
11035,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,51
11036,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,49
11037,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,62
11038,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,98
11039,Maua,141,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,81
11040,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,132
11041,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,69
11042,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,63
11043,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,132
11044,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11045,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,21
11046,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,26
11047,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,29
11048,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,34
11049,Leutra,142,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,22
11050,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,300
11051,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,147
11052,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,153
11053,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,292
11054,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,8
11055,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,56
11056,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,48
11057,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,74
11058,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,70
11059,Münchenroda,151,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,52
11060,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,43
11061,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,23
11062,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,20
11063,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,43
11064,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11065,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,6
11066,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,8
11067,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,10
11068,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,8
11069,Remderoda,152,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,11
11070,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,116
11071,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,58
11072,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,58
11073,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,116
11074,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11075,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,17
11076,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,14
11077,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,20
11078,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,39
11079,Krippendorf,161,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,26
11080,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,99
11081,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,46
11082,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,53
11083,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,99
11084,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11085,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,15
11086,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,15
11087,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,21
11088,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,28
11089,Vierzehnheiligen,162,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,20
11090,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,852
11091,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,428
11092,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,424
11093,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,849
11094,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
11095,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,161
11096,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,132
11097,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,176
11098,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,234
11099,Isserstedt,170,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,149
11100,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1429
11101,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,729
11102,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,700
11103,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1405
11104,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,24
11105,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,248
11106,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,295
11107,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,274
11108,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,382
11109,Cospeda,181,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,230
11110,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,166
11111,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,80
11112,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,86
11113,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,164
11114,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11115,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,28
11116,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,35
11117,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,32
11118,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,35
11119,Lützeroda,182,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,36
11120,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,139
11121,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,65
11122,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,74
11123,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,139
11124,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11125,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,23
11126,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,13
11127,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,34
11128,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,42
11129,Closewitz,183,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,27
11130,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,878
11131,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,456
11132,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,422
11133,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,871
11134,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
11135,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,212
11136,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,125
11137,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,212
11138,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,223
11139,Kunitz,191,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,106
11140,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,57
11141,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,33
11142,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,24
11143,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,54
11144,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
11145,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,12
11146,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,6
11147,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,16
11148,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,12
11149,Laasan,192,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,11
11150,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,396
11151,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,210
11152,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,186
11153,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,395
11154,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
11155,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,77
11156,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,53
11157,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,104
11158,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,75
11159,Jenaprießnitz,201,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,87
11160,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,793
11161,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,392
11162,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,401
11163,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,789
11164,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,4
11165,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,135
11166,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,102
11167,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,149
11168,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,245
11169,Wogau,202,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,162
11170,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,161
11171,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,127
11172,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,34
11173,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,81
11174,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,80
11175,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,0
11176,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,60
11177,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,69
11178,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,26
11179,außerhalb / sonstiges / nicht zugeordnet,999,2015-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,5
11180,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,113690
11181,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,55777
11182,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,57913
11183,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,105567
11184,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,8123
11185,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,16346
11186,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,35494
11187,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,19892
11188,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,19331
11189,Jena (gesamt),0,2015-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,22627
11190,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,484
11191,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,242
11192,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,242
11193,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,478
11194,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,6
11195,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,85
11196,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,60
11197,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,110
11198,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,121
11199,Ammerbach Ort,11,2015-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,108
11200,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2803
11201,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,1408
11202,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,1395
11203,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2715
11204,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,88
11205,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,339
11206,Beutenberg / Winzerlaer Straße,12,2015-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,637
